Device,Company,Reviews,Result
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,"This is basic, but has all the features necessary for seniors.",neutral
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,returned would not read sim card.,neutral
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,"The SIM card from the provider would not work in this phone, so I am returning the phone.",neutral
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,Just what we needed for an older relative.,neutral
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,The speakers are garbage and it only tells time in military time,neutral
"10.6'' Inch E-passion Unlocked Smart Phone +Tablet='' Phablet'' Android 4.4 Kitkat Gsm,Wcdma Tablet Phone - Unlocked Dual Sim Card,Quad Core- At&t, Cricket,Straight Talk ,T-Mobile,H20,Net10 3g Phone Tablet 2G Ram 32G Rom[Free Leather Case]",e passion,the sim card dose not read so what the point selling a tablet /phone that don't work,neutral
"10.6'' Inch E-passion Unlocked Smart Phone +Tablet='' Phablet'' Android 4.4 Kitkat Gsm,Wcdma Tablet Phone - Unlocked Dual Sim Card,Quad Core- At&t, Cricket,Straight Talk ,T-Mobile,H20,Net10 3g Phone Tablet 2G Ram 32G Rom[Free Leather Case]",e passion,When charging the battery the screen had waves of interference to the point I would not use the tablet while charging. I returned the tablet.,neutral
3 Pack Replacement Belt Clip Holster for Otterbox Iphone 5 Defender Case - Black,OtterBox,Does the job but just barely,neutral
3 Pack Replacement Belt Clip Holster for Otterbox Iphone 5 Defender Case - Black,OtterBox,lasting longer than the oem,neutral
3 Pack Replacement Belt Clip Holster for Otterbox Iphone 5 Defender Case - Black,OtterBox,Crear product. Fast arrived.,neutral
3 Pack Replacement Belt Clip Holster for Otterbox Iphone 5 Defender Case - Black,OtterBox,not as thick as my old one but it will do!,neutral
3 Pack Replacement Belt Clip Holster for Otterbox Iphone 5 Defender Case - Black,OtterBox,Fits as advertised.,neutral
3 Pack Replacement Belt Clip Holster for Otterbox Iphone 5 Defender Case - Black,OtterBox,you only got me two belt clip and one not functioner properly.,neutral
4G-Unlocked Huawei Honor 6 5.0 TFT LTPS Screen 1920 x 1080 pixel 13.0MP Camare Android 4.4.2 Kirin 920 Octa-core Smartphone 3GB RAM+16GB ROM Dual SIM (white) - International Version No Warranty,Huawei,It's Ok.,neutral
4G-Unlocked Huawei Honor 6 5.0 TFT LTPS Screen 1920 x 1080 pixel 13.0MP Camare Android 4.4.2 Kirin 920 Octa-core Smartphone 3GB RAM+16GB ROM Dual SIM (white) - International Version No Warranty,Huawei,I got it with cover plus Adhesive protection film on both sides,neutral
"5.0"" Cell Phones Unlocked Android 5.1 MTK6580 Quad Core ROM 4GB 5.0MP Camera Dual Sim Quadband-JUNING GSM/3G Smartphone White",JUNING,Cheap-- I am sending it back..,neutral
"5.0"" Cell Phones Unlocked Android 5.1 MTK6580 Quad Core ROM 4GB 5.0MP Camera Dual Sim Quadband-JUNING GSM/3G Smartphone White",JUNING,Just received phone... Phone will not power on or take a charge?,neutral
"5.0"" Cell Phones Unlocked Android 5.1 MTK6580 Quad Core ROM 4GB 5.0MP Camera Dual Sim Quadband-JUNING GSM/3G Smartphone White",JUNING,Battery keeps running down not charging pass 60%,neutral
"5.0"" Phones Unlocked Android 5.1 MTK6580 Quad Core ROM 4GB 5.0MP Camera Dual Sim Quadband-JUNING GSM/3G Cellphone Gold",JUNING,Just received phone... Phone will not power on or take a charge?,neutral
"5.0"" Phones Unlocked Android 5.1 MTK6580 Quad Core ROM 4GB 5.0MP Camera Dual Sim Quadband-JUNING GSM/3G Cellphone Gold",JUNING,Battery keeps running down not charging pass 60%,neutral
"5.0"" Phones Unlocked Android 5.1 MTK6580 Quad Core ROM 4GB 5.0MP Camera Dual Sim Quadband-JUNING GSM/3G Cellphone Gold",JUNING,Cheap-- I am sending it back..,neutral
"5.0"" Phones Unlocked Android 5.1 MTK6580 Quad Core ROM 4GB 5.0MP Camera Dual Sim Quadband-JUNING GSM/3G Cellphone Gold",JUNING,Just received phone... Phone will not power on or take a charge?,neutral
"5.0"" Phones Unlocked Android 5.1 MTK6580 Quad Core ROM 4GB 5.0MP Camera Dual Sim Quadband-JUNING GSM/3G Cellphone Gold",JUNING,Battery keeps running down not charging pass 60%,neutral
"5.5"" Cell Phones Unlocked Android 5.1 Quad Core Dual Sim-JUNING GSM/3G Smartphone White",JUNING,The item was not working at all,neutral
"5.5"" Cell Phones Unlocked Android 5.1 Quad Core Dual Sim-JUNING GSM/3G Smartphone White",JUNING,Does not work at all. Let the seller checked averting on the phone before shopping it to you.,neutral
"5.5"" Cellphone Unlocked Android 5.1 Quad Core Dual Sim-JUNING GSM/3G Cellphone Gold",JUNING,The item was not working at all,neutral
"5.5"" Cellphone Unlocked Android 5.1 Quad Core Dual Sim-JUNING GSM/3G Cellphone Gold",JUNING,Does not work at all. Let the seller checked averting on the phone before shopping it to you.,neutral
"5.5"" Cellphone Unlocked Android 5.1 Quad Core Dual Sim-JUNING GSM/3G Cellphone Gold",JUNING,The item was not working at all,neutral
"5.5"" Cellphone Unlocked Android 5.1 Quad Core Dual Sim-JUNING GSM/3G Cellphone Gold",JUNING,Does not work at all. Let the seller checked averting on the phone before shopping it to you.,neutral
"5.5"" Unlocked GSM Cell Phones Android 5.1 MTK6580 Quad Core Dual Sim Quadband-JUNING 3G Smartphone Black",JUNING,"I bought this phone "" 5.5""unlocked GSM phone"" and shipped to Africa , but this phone never work...I waisted my money",neutral
"5.5"" Unlocked GSM Cell Phones Android 5.1 MTK6580 Quad Core Dual Sim Quadband-JUNING 3G Smartphone Black",JUNING,Phone would not turn on after charge all night,neutral
"5.5"" Unlocked GSM Phones Android 5.1 MTK6580 Quad Core Dual Sim Quadband-JUNING 3G Smartphone Gold",JUNING,"I bought this phone "" 5.5""unlocked GSM phone"" and shipped to Africa , but this phone never work...I waisted my money",neutral
"5.5"" Unlocked GSM Phones Android 5.1 MTK6580 Quad Core Dual Sim Quadband-JUNING 3G Smartphone Gold",JUNING,Phone would not turn on after charge all night,neutral
"5.5"" Unlocked GSM Smartphones Android 5.1 MTK6580 Quad Core Dual Sim Quadband-JUNING 3G Cellphone White",JUNING,"I bought this phone "" 5.5""unlocked GSM phone"" and shipped to Africa , but this phone never work...I waisted my money",neutral
"5.5"" Unlocked GSM Smartphones Android 5.1 MTK6580 Quad Core Dual Sim Quadband-JUNING 3G Cellphone White",JUNING,Phone would not turn on after charge all night,neutral
5200mAh Long Standby Rugged Mobile Phone with Waterproof Shockproof Dustproof Unlocked Phone for Elderly People Adventurers Army Cellphone(Black),VKworld,according to specs this phone was supposed to work with my track phone sim card,neutral
5200mAh Long Standby Rugged Mobile Phone with Waterproof Shockproof Dustproof Unlocked Phone for Elderly People Adventurers Army Cellphone(Green),VKworld,according to specs this phone was supposed to work with my track phone sim card,neutral
5200mAh Long Standby Rugged Mobile Phone with Waterproof Shockproof Dustproof Unlocked Phone for Elderly People Adventurers Army Cellphone(Orange),VKworld,according to specs this phone was supposed to work with my track phone sim card,neutral
5200mAh Long Standby Rugged Mobile Phone with Waterproof Shockproof Dustproof Unlocked Phone for Elderly People Adventurers Army Cellphone(Orange),VKworld,according to specs this phone was supposed to work with my track phone sim card,neutral
"6.0"" Android 5.1 Phones Unlocked Dual Sim Quad Core GSM Quadband HD Display JUNING Smartphones Black",JUNING,Very slow and my provider said it is an old phone. I threw it in the trash,neutral
"6.0"" FWVGA Screen MTK6577 Dual Core 1.2GHz Android 4.0 3G Smart Phone N9776 (White)",Ulefone,The phone works ok here and overseas but don't have the storage so you can't see email or text message until you delete things so that was a let down,neutral
"6.0"" FWVGA Screen MTK6577 Dual Core 1.2GHz Android 4.0 3G Smart Phone N9776 (White)",Ulefone,It didn't work at all,neutral
"6.0"" FWVGA Screen MTK6577 Dual Core 1.2GHz Android 4.0 3G Smart Phone N9776 (White)",Ulefone,just received it today not coming on just blinking and its been charging over 2 hours,neutral
"6.0"" FWVGA Screen MTK6577 Dual Core 1.2GHz Android 4.0 3G Smart Phone N9776 (White)",Ulefone,The phone works ok here and overseas but don't have the storage so you can't see email or text message until you delete things so that was a let down,neutral
6inch Android 5.1 Unlocked Cell Phone MTK6580 Quad Core 604.5~1300.0MHz RAM 512MB ROM 4GB Unlocked Smartphone 6 Inch (Black),Jiuhe,Phone doesn't have much storage & has lots of popups.,neutral
6inch Android 5.1 Unlocked Cell Phone MTK6580 Quad Core 604.5~1300.0MHz RAM 512MB ROM 4GB Unlocked Smartphone 6 Inch (Black),Jiuhe,Phone doesn't have much storage & has lots of popups.,neutral
6inch Android 5.1 Unlocked Cell Phone MTK6580 Quad Core 604.5~1300.0MHz RAM 512MB ROM 4GB Unlocked Smartphone 6 Inch (Gold),Jiuhe,Phone doesn't have much storage & has lots of popups.,neutral
"7''unlocked Dual Sim Card Slot ,Dual Camera, GSM Phone Call Tablet Android 4.1 Wifi with Free Two Batteries,leather Case, 4g Memory Card,era Phone,stylus Pen,sleeve Case.at&t,t-moble and Other Gsm Company(black)",e passion,i received the product...came with an international charger so therefore i was not able to use it and i sent it back.,neutral
"7''unlocked Dual Sim Card Slot ,Dual Camera, GSM Phone Call Tablet Android 4.1 Wifi with Free Two Batteries,leather Case, 4g Memory Card,era Phone,stylus Pen,sleeve Case.at&t,t-moble and Other Gsm Company(black)",e passion,"The Internet is to slow, when I used the cell I have to use the headphones and one of the headphones doesn't work.",neutral
"7''unlocked Dual Sim Card Slot ,Dual Camera, GSM Phone Call Tablet Android 4.1 Wifi with Free Two Batteries,leather Case, 4g Memory Card,era Phone,stylus Pen,sleeve Case.at&t,t-moble and Other Gsm Company(black)",e passion,its ok for kids I have to keep on takeing off the battery cover to reset the phone,neutral
Acer Liquid M220 Windows 8.1 Smartphone - Black,Acer,I did not receive my order items.,neutral
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",Alcatel,It's a cellphone locked locked ... for metrospc,neutral
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",Alcatel,Phone was not unlocked as advertized.,neutral
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",Alcatel,I don't think it is a factory unlock phone anytime when I turn on the phone show metro pcs,neutral
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",Alcatel,"i have recived the smartphone in venezuela and it does not factory unlocked, only works with MOVISTAR/TELEFONICA.",neutral
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",Alcatel,The phone met my expectations but I just wished it had more storage,neutral
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",Alcatel,"Phone says unlocked and it's not, had to order another phone",neutral
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",Alcatel,It's a cellphone locked locked ... for metrospc,neutral
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 4.7 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,Sometime get hot and battery running out quick,neutral
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 4.7 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,It wasn't a unlocked phone so I returned it.,neutral
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 4.7 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,"It's not reliable product, because it's a calamity",neutral
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,Only wished it was dual sim.,neutral
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,Asked for refund product not working,neutral
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,"Marvelous screen, camera, speaker sound.",neutral
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,Had to return. Some issues,neutral
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,"buy mobile to you, but I do not work 3G band is only 2G and LTE, also does not come with the onetouch stream.",neutral
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,Reboots by itself 4 Times/ Hangs up calls 4 times,neutral
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,I have 2 void stickers on my so called new phone. Does that mean I'm not covered by warranty the box looks open,neutral
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,Got updated to Marshmallow on 6/15!!!,neutral
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,Had phone since November about 3 or 4 months using this phone the power button has become unresponsive and is not fully functional,neutral
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,Large display and thin and light body.,neutral
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,The idol 3 met all my expectations from reading all the reviews posted. If ur on the fence about purchasing this unit I suggest you pull the trigger.,neutral
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,"This device works with mexican phone carriers, i bought this and the speakers sounds very loud does not need any from an iphone, samsung any other brands",neutral
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,"Very practical phone: large screen, lightweight, and high sound quality.",neutral
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,Sent back very laggy when using chrome,neutral
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,Average phone with very buggy performance,neutral
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,Item as described.,neutral
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,What are u waiting for its ether between this or the moto g,neutral
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,"Using at&t go phone sim...operates 6.01 marshmellow ...more than enough phone. I', in the boonies and gets reception.",neutral
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,Screen is not scratch resistant..used it for a month and already screen got numerous scratches..,neutral
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,Sending it back. Would not boot into Android after downloading the update that I was prompted to do.,neutral
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,Second one for the family cheap and reasonable.,neutral
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,Sent back very laggy when using chrome,neutral
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,"Using at&t go phone sim...operates 6.01 marshmellow ...more than enough phone. I', in the boonies and gets reception.",neutral
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,"Marvelous screen, camera, speaker sound.",neutral
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,Asked for refund product not working,neutral
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,"buy mobile to you, but I do not work 3G band is only 2G and LTE, also does not come with the onetouch stream.",neutral
"ALCATEL OneTouch Pixi 3 Global Unlocked 3G Smartphone, 4.5 Display, 5MP Camera (GSM - US Warranty)",Alcatel,Not programed fo at&t,neutral
"ALCATEL OneTouch Pixi 3 Global Unlocked 3G Smartphone, 4.5 Display, 5MP Camera (GSM - US Warranty)",Alcatel,Really slow to operate and inaccurate reflection when touch the screen.,neutral
"ALCATEL OneTouch Pixi 3 Global Unlocked 4G LTE Smartphone, 4.5 Display, 8GB (GSM - US Warranty)",Alcatel,it was as expected,neutral
"ALCATEL OneTouch Pixi 3 Global Unlocked 4G LTE Smartphone, 4.5 Display, 8GB (GSM - US Warranty)",Alcatel,Returned because didnt start the oper. System after the updates,neutral
"ALCATEL OneTouch Pixi 3 Global Unlocked 4G LTE Smartphone, 4.5 Display, 8GB (GSM - US Warranty)",Alcatel,Just what I was looking for. Lots of memory.,neutral
"ALCATEL OneTouch Pixi 3 Global Unlocked 4G LTE Smartphone, 4.5 Display, 8GB (GSM - US Warranty)",Alcatel,it was as expected,neutral
"ALCATEL OneTouch Pop 3 Global Unlocked 4G LTE Smartphone, 5.5 HD Display, 8GB (GSM - US Warranty)",Alcatel,Desided to keep this product after thankyou,neutral
ALCATEL ONETOUCH POP™ C9 SMARTPHONE (Unlocked),TCL Mobile,"Serves its purpose really, simple cheap touchscreen",neutral
ALCATEL ONETOUCH POP™ C9 SMARTPHONE (Unlocked),TCL Mobile,Micro phone went out july 3 and I got the phone in May,neutral
ALCATEL ONETOUCH POP™ C9 SMARTPHONE (Unlocked),TCL Mobile,"Serves its purpose really, simple cheap touchscreen",neutral
ALCATEL ONETOUCH POP™ C9 SMARTPHONE (Unlocked),TCL Mobile,Micro phone went out july 3 and I got the phone in May,neutral
"Alcatel PIXI 4 (6"") LTE unlocked smartphone 16 GB, Metallic Silver (U.S. Warranty)",Alcatel,I have had this phone for less than 24 hours and it reboots itself over and over. Will be returning today.,neutral
"Alcatel PIXI 4 (6"") LTE unlocked smartphone 16 GB, Metallic Silver (U.S. Warranty)",Alcatel,Not too shabby,neutral
"Alcatel PIXI 4 (6"") LTE unlocked smartphone 16 GB, Metallic Silver (U.S. Warranty)",Alcatel,what accessories you get with the phone,neutral
Alcatel Sparq II 2 OT-875 Black Unlocked GSM 3G QWERTY,Alcatel,"This phone comes in a kit. The kit is incomplete as the SIM card has been removed. In addition, the phone itself is refurbished. Returned for a refund.",neutral
Alcatel Sparq II 875 T-Mobile Branded Cell Phone w/ Slide-out QWERTY Keyboard - Black (No Warranty),Alcatel,sometimes shut down or blanks out during a texting.,neutral
Alcatel Sparq II 875 T-Mobile Branded Cell Phone w/ Slide-out QWERTY Keyboard - Black (No Warranty),Alcatel,"Some time after purchase (about 2 weeks), the screen turns off when I try to use the keyboard on it. It happens randomly.",neutral
Alcatel Sparq II 875 T-Mobile Branded Cell Phone w/ Slide-out QWERTY Keyboard - Black (No Warranty),Alcatel,sometimes shut down or blanks out during a texting.,neutral
Alcatel Sparq II 875 T-Mobile Branded Cell Phone w/ Slide-out QWERTY Keyboard - Black (No Warranty),Alcatel,"Some time after purchase (about 2 weeks), the screen turns off when I try to use the keyboard on it. It happens randomly.",neutral
Alltel LG AX390 AX-390 AX 390 SPECIAL FOR PAGE PLUS,LG,it was what i needed.,neutral
"Amar black 7"" Phablet GSM Unlock Pc Tablet 4gb Android Dual Camera Wifi + Calling Option Black 7"" 2g GSM Android Capacitive Touchscreen Tablet Smartphone Unlocked / A13 1200 Mhz / Dual Camera",amar,I need a refund its not competable wit my Simms card how do I get a refund,neutral
"Amar black 7"" Phablet GSM Unlock Pc Tablet 4gb Android Dual Camera Wifi + Calling Option Black 7"" 2g GSM Android Capacitive Touchscreen Tablet Smartphone Unlocked / A13 1200 Mhz / Dual Camera",amar,Quality feel and product right out the box,neutral
"Android Phones - Lenovo S850 5.0"" Android 4.3 MTK6582 Quad Core 1.3GHz 1GB + 16GB 13.0MP Smartphone Pink",Odysseus,the cellphone never works and never refound,neutral
Android Recovery Software At Bugged.com,Digital SNITCH,Recovers exactly what it is suppose to.,neutral
Android Recovery Software At Bugged.com,Digital SNITCH,Old program and updates don't work.,neutral
Android Recovery Software At Bugged.com,Digital SNITCH,Only works on old android systems,neutral
Android Recovery Software At Bugged.com,Digital SNITCH,Does that work!,neutral
Android unlocked Smartphone Water/Shock/Dust Proof Smartphone Dual SIM GSM Gator 2 cell phone,Android,didn't work you could find your way i find mine,neutral
Andy A3.5EP Factory Unlocked Phone Yezz Wireless (Black),Yezz,Had to return as it did not include the battery as indicated on box and description.,neutral
Andy A3.5EP Factory Unlocked Phone Yezz Wireless (Green),Yezz Wireless Ltd.,Had to return as it did not include the battery as indicated on box and description.,neutral
Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green,Apple,It was supposed to be a verizon compatible phone but it was a sprint phone.,neutral
Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green,Apple,phone was locked - cannot use,neutral
Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green,Apple,The home button doesn't work and with all the money I paid for the iPhone 5c it's kind of a rip off,neutral
Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green,Apple,home button messes up a lot!,neutral
Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green,Apple,It is a bit slower than my last 5C,neutral
Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green,Apple,The 5c is everything I except and more I would remind the 5c over any of the apple phones so far,neutral
Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green,Apple,Wouldn't hold a charge and wouldn't connect to WiFi,neutral
Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green,Apple,The phone that I got doesnt work!,neutral
Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green,Apple,I was delivered a 16GB rather than the purchased 32GB iphone.,neutral
Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green,Apple,This phone came on time and as it was described.,neutral
Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green,Apple,I wrote the review for this phone on the place for the green silicone case. This is my second Iphone 5. It is more phone than I will ever need.,neutral
Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green,Apple,What I expected,neutral
Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green,Apple,Arrived quickly and as advertised!,neutral
Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green,Apple,Everything went as planned,neutral
Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green,Apple,"Just the thing for a fella who needs something durable, relatively simple and affordable.",neutral
Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green,Apple,Does not charge or turn on.,neutral
Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green,Apple,Didnt work with my Verizon account,neutral
