Device,Company,Reviews,Result
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,Sorry it took so long to Reply or Review this purchase as it over 18 months.This Phone was a Clone Phone from Hong Kong--The quality is Fair--ALL THE SYMBOLS DON'T MATCH--such as \ ? !--But the phone works I think amazon should Boycott this Seller.,negative
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,"Incredible! This phone does not have Splaniish Language, I dont understand how can it be a international version, lost money!",negative
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,The battery died in less than 24/hours....,negative
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,"I have to say that it is a ok phone. I don't like the keyboard. There is only 5 or 6 language options, no Korean and Chinese.",negative
"(LANDVO) 5.0"" Capacitive Touch MTK6582 Quad Core Android 4.2.2 3G Phone 512MB RAM 4GB ROM 2MP CAM WiFi GPS - Black",HTM,I have no problem taking the phone to straight talk.The phone came in about 3weeks. The only thing I didn't like was the camera its horrible when trying to get a take picture the pictures wasn't clear,negative
"(LANDVO) 5.0"" Capacitive Touch MTK6582 Quad Core Android 4.2.2 3G Phone 512MB RAM 4GB ROM 2MP CAM WiFi GPS - Black",HTM,Delivery was fast. The overall quality of the phone is just like the price very cheap. Not a good quality camera so that is one feature I do not use at all and also not very durable my screen was damaged from a 3 inch drop. However I do suppose you get what you pay for but after only having it for a month I am very willing to just buy a real phone and lose this terrible one.,negative
"(LANDVO) 5.0"" Capacitive Touch MTK6582 Quad Core Android 4.2.2 3G Phone 512MB RAM 4GB ROM 2MP CAM WiFi GPS - Black",HTM,"Valid for Movilnet in Venezuela, low memory, bad camera, low price, great!!",negative
"(LANDVO) 5.0"" Capacitive Touch MTK6582 Quad Core Android 4.2.2 3G Phone 512MB RAM 4GB ROM 2MP CAM WiFi GPS - Black",HTM,"When I first got the phone it had a very poor camera and one day I hit my phone with a pencil and it turned off immediately. I do not like the phone whatsoever. I would not recommend getting this phone, especially if you like to take a lot of pictures or use a lot of apps. The storage is also very poor.",negative
"(LANDVO) 5.0"" Capacitive Touch MTK6582 Quad Core Android 4.2.2 3G Phone 512MB RAM 4GB ROM 2MP CAM WiFi GPS - Black",HTM,Its great for the price but I hate how you can not change the lock screen to what you wantAnd just has the default wallpapers for your lockscreen,negative
"[XMAS DEAL] [New Edition] Jethro [SC213V2] Flip Quad-band Unlocked GSM Senior & Kids Cell Phone, SOS Emergency Button, 2.4"" Large LCD with Large Keypad.",Jethro,does not work well with T-Mobile. T-Mobile closes off some towers to non-T-Mobile phones.,negative
"[XMAS DEAL] [New Edition] Jethro [SC213V2] Flip Quad-band Unlocked GSM Senior & Kids Cell Phone, SOS Emergency Button, 2.4"" Large LCD with Large Keypad.",Jethro,More complicated than I expected. Terrible reception. Too hard for my mom to use. Just frustrates her.,negative
"[XMAS DEAL] [New Edition] Jethro [SC213V2] Flip Quad-band Unlocked GSM Senior & Kids Cell Phone, SOS Emergency Button, 2.4"" Large LCD with Large Keypad.",Jethro,phone reception poor with incoming calls,negative
"[XMAS DEAL] [New Edition] Jethro [SC213V2] Flip Quad-band Unlocked GSM Senior & Kids Cell Phone, SOS Emergency Button, 2.4"" Large LCD with Large Keypad.",Jethro,The only reason I gave it a 3 star is because it is a little hard for a elder person to use.,negative
"[XMAS DEAL] [New Edition] Jethro [SC213V2] Flip Quad-band Unlocked GSM Senior & Kids Cell Phone, SOS Emergency Button, 2.4"" Large LCD with Large Keypad.",Jethro,I searched for unlocked flip phones 3D because my old T-Mobil no longer works in my house.This looks good BUT the only 3D capability is in its second minisim.I NEED SIMPLICITY - I have a husband that can barely ANSWER a flip phone let alone use this and I have NO desire to buy a mini sim.I believe this was badly described. The manual is in bad English and seems to be for a different phone.,negative
"[XMAS DEAL] [New Edition] Jethro [SC213V2] Flip Quad-band Unlocked GSM Senior & Kids Cell Phone, SOS Emergency Button, 2.4"" Large LCD with Large Keypad.",Jethro,I am very unhappy with the purchase. First of all I paid to have it shipped to me and then once I received it I found out from Staight talk that after 1/1/2017 that it would no longer work with ATT which is the only cell phone carrier that is my area. I was able to send it back but I have to pay the postage. I am not happy. Ken,negative
"[XMAS DEAL] [New Edition] Jethro [SC213V2] Flip Quad-band Unlocked GSM Senior & Kids Cell Phone, SOS Emergency Button, 2.4"" Large LCD with Large Keypad.",Jethro,"I am a computer programmer, but I have to admit that I never made the transition to smartphone, mainly because I sit in from of a computer everyday anyway. If I need access to all those smartphone apps, I just use my laptop! Besides, the screens are tiny and I am farsighted, so that means if I use a smartphone, I am going to have to carry even more items: reading glasses.But I am an adventurous type, biking, motorcycling, hang gliding, scuba, etc. and could find myself in need of assistance during one of these risky adventures. And I do live alone and might need to get help in a car breakdown or a home injury situation. So I bought one of those pre-paid cells and thought, there you go that's problem is solved. No it wasn't. I kept pocket dialing. I couldn't see the screen either. But worse thing was the battery would go dead on me every few days. Since I never used the cell phone except for emergencies, I would always always forget to charge it. So a prepaid didn't work as my emergency phone.Jethro solved the problem. It is a big screen clamshell that is about as inexpensive as a pre-paid, but soooo much more useful. Because it is a clamshell, I get no more pocket dialing. Because it is a big screen, I don't have to carry reading glasses around. I am actually using it a little for taking TODO notes and using the calculator, as well as its great FM radio and flashlight. And its battery lasts more than a week in standby mode! Honestly, I haven't used it yet for a real emergency phone call yet (but I placed several test calls - works great) , but Jethro took my pre-paid T-Mobile SIM with no problems and I was up and running in a few minutes.So if you need a cellphone you can throw in your backpack or glove box in case of emergency, this is it. Plus it is inexpensive, so if you break or lose it, then ""No Biggie"".",negative
"[XMAS DEAL] [New Edition] Jethro [SC213V2] Flip Quad-band Unlocked GSM Senior & Kids Cell Phone, SOS Emergency Button, 2.4"" Large LCD with Large Keypad.",Jethro,"Shortly after return window closed, stopped taking a charge and will not turn on.",negative
"[XMAS DEAL] [New Edition] Jethro [SC213V2] Flip Quad-band Unlocked GSM Senior & Kids Cell Phone, SOS Emergency Button, 2.4"" Large LCD with Large Keypad.",Jethro,Stopped working after 2 months. Not happy with this phone.,negative
"[XMAS DEAL] [New Edition] Jethro [SC213V2] Flip Quad-band Unlocked GSM Senior & Kids Cell Phone, SOS Emergency Button, 2.4"" Large LCD with Large Keypad.",Jethro,Defective product. I have placed my T-Mobile SIM card in the phone but it will not read it. I do NOT recommend purchasing this phone.,negative
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,"sound quality poor, no speaker phone",negative
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,"I bought this phone for my elderly parent. He has At&t, I did put the SIM card from his At&t phone in the Jethro, it worked. The only Problem he was having was dropped calls. He would receive or make a phone call and the phone would hang up on the person on the other line. I'm asking for a refund. It wasn't his carrier, it's the phone. He had 3 or 4 bars when the phone calls took place.",negative
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,"Not good sound, not easily used by senior, end button is also turn off button...so my elderly mom keeps turning off the phone!Will have to find her another one..,would not purchase this again.The purchase and delivery were as scheduled.",negative
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,Ordered phone but it would not work with AT&T. Called company and told it was due to lack of towers. Found that odd since my cell is at&t,negative
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,Returning product. The volume is absolutely abysmal. Even at maximum it is just audible to me. Bought this for my elderly mother: no way will she be able to hear anything ! For a phone marketed for the elderly this is a disgrace.,negative
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,Phone number comes with DAILY SPAM Calls. Really annoying .. The phone is good.,negative
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,Locks accidentally when used. Screen is too small to read text message. NOT easy to use for an elderly person.,negative
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,We bought the phone for my 92 year old mother who is hearing impaired. She could not hear well on it at all.,negative
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,As arrival of this phone and I couldn't charge it its so frustrating,negative
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,"Looks good, as advertised, instructions not easy to follow. Keys are quite large and fairly easy to see.",negative
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,Very bad same week i bought could not turn on / offNot worth the hassle don't buy it,negative
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,"Pros:* The cradle is nice* Lack of camera* Cheaper than snapfonCons:* The reception is terrible. We have t-mobile and all our phones work inside the house except this one. Apparently it's only 2g which is being phased out. So expect reception to get worse over time.* The time/date was not set automatically. Seriously? What year is this?* Unlike every other phone, the buttons directly under the screen are not actually the navigation buttons, they are M1 and M2 which are speed dials. Probably not a problem if this is someone's first phone, but it drove me nuts.* no FCC id! This phone might be illegal to use in the US.* Poor manufacturing quality - the battery is hard to insert and remove because the battery is slightly too big for the part where it's supposed to fit* The voice mail number has to be programmed. Similar to the time/date, every other phone I've ever had picked this setting up from the network automatically.* As other reviews have mentioned, the hangup button, if pressed for longer than about 1 second, the phone powers off. Easy to accidentally do.",negative
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,Stopped working after a month of use.,negative
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,The placement of the M1 and M2 buttons in particular made this too confusing for my elderly father to use. He tried numerous times to get the phone to turn on to make a simple call and could not get it to work. Now it now longer charges or comes on and he has only had it 6 weeks. Fortunately it didn't cost much but what a waste of money.,negative
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,I bought this phone as a simple option for my 84 year old father. I like the big buttons and the charging cradle. The phone feels cheap. I was afraid I'd break the plastic pieces pulling off the cover to get to the battery and SIM card. We I nstalled 3 different SIM cards from Cricket Wireless (AT&T network) at their store and could not get it connected. Don't know for sure if it's something broken on the phone or just an incompatibility. Other reviewers saying they have connected on AT&T leads me to think something is wrong with the phone. This phone is going back. I'm going to try another brand.,negative
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,"This phone is very difficult to unlock. To unlock the phone, you need to press the unlock key 3 times. The first press wakes up the phone, the second press results in a message which says to press the unlock key to unlock. The third press unlocks the phone. There isn't any easier method for unlocking the keyboard without disabling the lock altogether.If you are buying this phone for someone elderly with technology ""issues"" (as we did), they may have a lot of difficulty using this phone. If the three unlock presses aren't done quick enough, the unlock sequence has to be started again. If the unlock key is pressed 4 times, the phone will be locked again instead of being unlocked. All of this is very difficult to explain to someone with dexterity and technology issues.I have never heard of a phone that is this difficult to unlock. It's hard to believe that there isn't an easier method to unlock the phone. However, I have called customer support and they confirmed that the phone does take 3 unlock presses to unlock the phone. The only alternative is to disable the lock feature.On the plus side, the SOS key does work very well and doesn't require one to unlock the keys. The SOS key can be programmed to send text messages and call 911.Another thing to note is that the title for this phone indicates that there is an extra 20% off today. However, they raised the price by about 10% yesterday to $39.99. So, you aren't saving 20%. I hate when companies raise a price just so they can tell you that you are going to save ""more"". I paid the $29.99 ""black friday"" price which was lower than the normal price.",negative
"[XMAS DEAL] Jethro [SC118] Simple Unlocked Quad-band GSM Senior & Kids Cell Phone, SOS Button, Easy to Use, Light Weight, Large Keyboard [New Firmware Edition]",Jethro,"I bought this phone for my elderly parent. He has At&t, I did put the SIM card from his At&t phone in the Jethro, it worked. The only Problem he was having was dropped calls. He would receive or make a phone call and the phone would hang up on the person on the other line. I'm asking for a refund. It wasn't his carrier, it's the phone. He had 3 or 4 bars when the phone calls took place.",negative
"10.6'' Inch E-passion Unlocked Smart Phone +Tablet='' Phablet'' Android 4.4 Kitkat Gsm,Wcdma Tablet Phone - Unlocked Dual Sim Card,Quad Core- At&t, Cricket,Straight Talk ,T-Mobile,H20,Net10 3g Phone Tablet 2G Ram 32G Rom[Free Leather Case]",e passion,"This item is not worth the money I paid. cant find where to put memory card. screen isn't clear very blurred, this item sucks",negative
"10.6'' Inch E-passion Unlocked Smart Phone +Tablet='' Phablet'' Android 4.4 Kitkat Gsm,Wcdma Tablet Phone - Unlocked Dual Sim Card,Quad Core- At&t, Cricket,Straight Talk ,T-Mobile,H20,Net10 3g Phone Tablet 2G Ram 32G Rom[Free Leather Case]",e passion,"The tablet really was not I was looking for the sim card did not work the sd card never read ,charger cord broke,I had to purchase another!!I""m really upset with this product...Really surprise me I wanted a tablet that would do all these things and more",negative
"10.6'' Inch E-passion Unlocked Smart Phone +Tablet='' Phablet'' Android 4.4 Kitkat Gsm,Wcdma Tablet Phone - Unlocked Dual Sim Card,Quad Core- At&t, Cricket,Straight Talk ,T-Mobile,H20,Net10 3g Phone Tablet 2G Ram 32G Rom[Free Leather Case]",e passion,"I AM IN VENEZUELA, THE BATTERY CHARGER IS DAMAGED AND HERE IN VENEZUELA NO WARRANTY THAT BATTERY CHARGER TABLET",negative
"10.6'' Inch E-passion Unlocked Smart Phone +Tablet='' Phablet'' Android 4.4 Kitkat Gsm,Wcdma Tablet Phone - Unlocked Dual Sim Card,Quad Core- At&t, Cricket,Straight Talk ,T-Mobile,H20,Net10 3g Phone Tablet 2G Ram 32G Rom[Free Leather Case]",e passion,"This tablet only worked for 4 months, now it is giving trouble to connect to WiFi so i have no play store access. It sucks",negative
"10.6'' Inch E-passion Unlocked Smart Phone +Tablet='' Phablet'' Android 4.4 Kitkat Gsm,Wcdma Tablet Phone - Unlocked Dual Sim Card,Quad Core- At&t, Cricket,Straight Talk ,T-Mobile,H20,Net10 3g Phone Tablet 2G Ram 32G Rom[Free Leather Case]",e passion,Doesn't have Google Play even though picture and description says it does. I contacted E-passion. They were worse than useless. They kept telling me stupid stuff like install Google Play for the non existent app market. It was very obvious they didn't understand much English.,negative
"10.6'' Inch E-passion Unlocked Smart Phone +Tablet='' Phablet'' Android 4.4 Kitkat Gsm,Wcdma Tablet Phone - Unlocked Dual Sim Card,Quad Core- At&t, Cricket,Straight Talk ,T-Mobile,H20,Net10 3g Phone Tablet 2G Ram 32G Rom[Free Leather Case]",e passion,Very upset The tablet did not work. Sending it back. Will be replacing it.,negative
"10.6'' Inch E-passion Unlocked Smart Phone +Tablet='' Phablet'' Android 4.4 Kitkat Gsm,Wcdma Tablet Phone - Unlocked Dual Sim Card,Quad Core- At&t, Cricket,Straight Talk ,T-Mobile,H20,Net10 3g Phone Tablet 2G Ram 32G Rom[Free Leather Case]",e passion,"not liked, because the language is in mandarin or HK also I cannot downland any apps from android stores.",negative
"2.45"" UNLOCKED Rugged Micro Android Smart Phone; Dual-Sim, WiFi, and Bluetooth",Cedar Tree Technologies,arrived broken and forgot to send back,negative
"2016 GSM Factory Unlocked! Smartphone 6"" QHD Android 5.1 Lollipop Bluetooth WiFi",Indigi,This is my second sim card I have to use to activated this phone. I contacted the company and still no response. I'm currently doing more research on the matter. To early to rate cause I had this phone for two weeks.,negative
"2016 Newest 6"" Unlocked Indigi M8 White Wireless SmartPhone Android 5.1 (Dual SIM) Unlocked",Indigi,I hate it!!!! I will be sending it back. It keeps blinking on and off. I want my refund back!,negative
3 Pack Replacement Belt Clip Holster for Otterbox Iphone 5 Defender Case - Black,OtterBox,Good thing I had order this 3 pack. Poor quality already burned they 2 cases,negative
3 Pack Replacement Belt Clip Holster for Otterbox Iphone 5 Defender Case - Black,OtterBox,I purchased the 3 pack a few weeks back and I just broke the third one today. These are brittle and slightly smaller than they need to be to fit a defender case. My last Otterbox clip lasted over a year before it finally broke. I would not recommend this item.,negative
3 Pack Replacement Belt Clip Holster for Otterbox Iphone 5 Defender Case - Black,OtterBox,"Look, feel, and fit like the original, but pressed in *China* instead of *Mexico*. No complaints.",negative
4G-Unlocked Huawei Honor 6 5.0 TFT LTPS Screen 1920 x 1080 pixel 13.0MP Camare Android 4.4.2 Kirin 920 Octa-core Smartphone 3GB RAM+16GB ROM Dual SIM (white) - International Version No Warranty,Huawei,Bad very bad and not support Google play store,negative
"5.0"" Cell Phones Unlocked Android 5.1 MTK6580 Quad Core ROM 4GB 5.0MP Camera Dual Sim Quadband-JUNING GSM/3G Smartphone White",JUNING,Attractive phone but did not work upon arrival. I would not recommend.,negative
"5.0"" Cell Phones Unlocked Android 5.1 MTK6580 Quad Core ROM 4GB 5.0MP Camera Dual Sim Quadband-JUNING GSM/3G Smartphone White",JUNING,I bought this to replace my samsung galaxy s3 and this phone has went above an beyond my expectations. It works the same if not better than my Samsung did for more than half the price. I would def purchase again,negative
"5.0"" Cell Phones Unlocked Android 5.1 MTK6580 Quad Core ROM 4GB 5.0MP Camera Dual Sim Quadband-JUNING GSM/3G Smartphone White",JUNING,"It was slow, but worked fine. However after only 2 weeks it wouldn't charge. After diagonosis, it was charging port that was defective and could not be repaired. May be just this one i received. I ended up returning the phone.",negative
"5.0"" Cell Phones Unlocked Android 5.1 MTK6580 Quad Core ROM 4GB 5.0MP Camera Dual Sim Quadband-JUNING GSM/3G Smartphone White",JUNING,"It was advertised as being unlocked and compatible with AT&T- It didn't work with my sim card and when I took it into the AT&T store they tried there and weren't able to get it to work either, so I had to return it. Frustrating experience.",negative
"5.0"" Cell Phones Unlocked Android 5.1 MTK6580 Quad Core ROM 4GB 5.0MP Camera Dual Sim Quadband-JUNING GSM/3G Smartphone White",JUNING,"Worst phone I have ever bought haven't had it more then a month or two and it freezes, resets to factory on its own, glitches to black screens, and tries to load pages I haven't even asked it to load, it charges so slow and the battery life sucks horribly, it launches a Justin beiber song randomly that hangs up your phone calls, and won't stay locked, snaps countless pictures and videos randomly in your pocket even while having a password lock on it, I absolutely hate this phone and regret buying two of them, the one I bought my girlfriend didn't work from the moment I bought it, DO NOT BUY THIS PHONE!!!",negative
"5.0"" Cell Phones Unlocked Android 5.1 MTK6580 Quad Core ROM 4GB 5.0MP Camera Dual Sim Quadband-JUNING GSM/3G Smartphone White",JUNING,I don't know about other phone carriers but this phone does not work with T-Mobile. Calls out and calls coming in work maybe 1/10 times. The signal is terrible. Sad I can't use it when it's such a pretty phone. Will be returning this phone.,negative
"5.0"" Cell Phones Unlocked Android 5.1 MTK6580 Quad Core ROM 4GB 5.0MP Camera Dual Sim Quadband-JUNING GSM/3G Smartphone White",JUNING,Didn't work when it arrived! So I returned it! What a waste,negative
"5.0"" Elephone P6000 MTK6732 64-bit Quad Core 2GB/16GB Android 4.4 Mobile Phone(Black)",Elephone,"SO FAR I HAVE PHONE ACTIVATED,BUT NOT VERY HAPPY WITH PERFORMANCE,WAITING FOR ANDROID UPGRADE HOPING THAT WILL COMPENSATE ALL THE HEADACHES.",negative
"5.0"" Elephone P6000 MTK6732 64-bit Quad Core 2GB/16GB Android 4.4 Mobile Phone(Black)",Elephone,No 4g with ATT just 2g,negative
